region_code,region_name_vi,region_name_en,code,parent_code,name_vi,name_en
VN-01,An Giang,An Giang,VNA25-85024166D3,,Kiên Lương,Kien Luong
VN-01,An Giang,An Giang,VNA25-4B34ED8C6E,,Long Điền,Long Dien
VN-01,An Giang,An Giang,VNA25-EFFDAE9B0D,,Long Kiến,Long Kien
VN-01,An Giang,An Giang,VNA25-6CCA6D4B5A,,Long Phú,Long Phu
VN-01,An Giang,An Giang,VNA25-9B86031CDB,,Long Thạnh,Long Thanh
VN-01,An Giang,An Giang,VNA25-6556585A18,,Long Xuyên,Long Xuyen
VN-01,An Giang,An Giang,VNA25-4D93EB7B8E,,Mỹ Đức,My Duc
VN-01,An Giang,An Giang,VNA25-3DCD0C3B87,,Mỹ Hoà Hưng,My Hoa Hung
VN-01,An Giang,An Giang,VNA25-094B653D3F,,Mỹ Thới,My Thoi
VN-01,An Giang,An Giang,VNA25-F34FCA5A53,,Mỹ Thuận,My Thuan
VN-01,An Giang,An Giang,VNA25-373AF5ADA1,,Ngọc Chúc,Ngoc Chuc
VN-01,An Giang,An Giang,VNA25-DCA61FD2C5,,Nhơn Hội,Nhon Hoi
VN-01,An Giang,An Giang,VNA25-7AF9D89F0A,,Nhơn Mỹ,Nhon My
VN-01,An Giang,An Giang,VNA25-BAF26692AE,,Núi Cấm,Nui Cam
VN-01,An Giang,An Giang,VNA25-23DC112B6F,,Ô Lâm,O Lam
VN-01,An Giang,An Giang,VNA25-4783AC2FE6,,Óc Eo,Oc Eo
VN-01,An Giang,An Giang,VNA25-118A0AD052,,Phú An,Phu An
VN-01,An Giang,An Giang,VNA25-A57E75FAC4,,Phú Hoà,Phu Hoa
VN-01,An Giang,An Giang,VNA25-DDDC9F6CEE,,Phú Hữu,Phu Huu
VN-01,An Giang,An Giang,VNA25-9AECF7E03C,,Phú Lâm,Phu Lam
VN-01,An Giang,An Giang,VNA25-BEA0C89209,,Phú Quốc,Phu Quoc
VN-01,An Giang,An Giang,VNA25-33FF110D69,,Phú Tân,Phu Tan
VN-01,An Giang,An Giang,VNA25-6007495F53,,Rạch Giá,Rach Gia
VN-01,An Giang,An Giang,VNA25-E2E0E0EE75,,Sơn Hải,Son Hai
VN-01,An Giang,An Giang,VNA25-545888F077,,Sơn Kiên,Son Kien
VN-01,An Giang,An Giang,VNA25-8BBDA044FF,,Tân An,Tan An
VN-01,An Giang,An Giang,VNA25-780D7A88EB,,Tân Châu,Tan Chau
VN-01,An Giang,An Giang,VNA25-3E14B09D9E,,Tân Hiệp,Tan Hiep
VN-01,An Giang,An Giang,VNA25-16DCF681C4,,Tân Hội,Tan Hoi
VN-01,An Giang,An Giang,VNA25-C15147F7B5,,Tân Thạnh,Tan Thanh
VN-01,An Giang,An Giang,VNA25-9DE4F44D6E,,Tây Phú,Tay Phu
VN-01,An Giang,An Giang,VNA25-2B9D03DE00,,Tây Yên,Tay Yen
VN-01,An Giang,An Giang,VNA25-74E84446E6,,Thạnh Đông,Thanh Dong
VN-01,An Giang,An Giang,VNA25-E63B61D970,,Thạnh Hưng,Thanh Hung
VN-01,An Giang,An Giang,VNA25-8C321B5DF0,,Thạnh Lộc,Thanh Loc
VN-01,An Giang,An Giang,VNA25-59C61FC257,,Thạnh Mỹ Tây,Thanh My Tay
VN-01,An Giang,An Giang,VNA25-61B39F9ABE,,Thổ Châu,Tho Chau
VN-01,An Giang,An Giang,VNA25-6D7AFC320A,,Thoại Sơn,Thoai Son
VN-01,An Giang,An Giang,VNA25-42A528AC06,,Thới Sơn,Thoi Son
VN-01,An Giang,An Giang,VNA25-0D7987903C,,Tiên Hải,Tien Hai
VN-01,An Giang,An Giang,VNA25-D5489CBD87,,Tịnh Biên,Tinh Bien
VN-01,An Giang,An Giang,VNA25-002264122B,,Tô Châu,To Chau
VN-01,An Giang,An Giang,VNA25-7BAC7FF908,,Tri Tôn,Tri Ton
VN-01,An Giang,An Giang,VNA25-9E0A751FDF,,U Minh Thượng,U Minh Thuong
VN-01,An Giang,An Giang,VNA25-828E19AD2B,,Vân Khánh,Van Khanh
VN-01,An Giang,An Giang,VNA25-2E4581A4A3,,Vĩnh An,Vinh An
VN-01,An Giang,An Giang,VNA25-E1640F8F9E,,Vĩnh Bình,Vinh Binh
VN-01,An Giang,An Giang,VNA25-F431779925,,Vĩnh Điều,Vinh Dieu
VN-01,An Giang,An Giang,VNA25-8E5BFFB1DA,,Vĩnh Gia,Vinh Gia
VN-01,An Giang,An Giang,VNA25-5B22960C20,,Vĩnh Hanh,Vinh Hanh
VN-01,An Giang,An Giang,VNA25-1E124F55B3,,Vĩnh Hậu,Vinh Hau
VN-01,An Giang,An Giang,VNA25-EB253C6C58,,Vĩnh Hoà,Vinh Hoa
VN-01,An Giang,An Giang,VNA25-720D5B26B1,,Vĩnh Hoà Hưng,Vinh Hoa Hung
VN-01,An Giang,An Giang,VNA25-42E668433C,,Vĩnh Phong,Vinh Phong
VN-01,An Giang,An Giang,VNA25-D60758C0F9,,Vĩnh Tế,Vinh Te
VN-01,An Giang,An Giang,VNA25-4EAD7E752E,,Vĩnh Thạnh Trung,Vinh Thanh Trung
VN-01,An Giang,An Giang,VNA25-A01068C972,,Vĩnh Thông,Vinh Thong
VN-01,An Giang,An Giang,VNA25-955A47A0DA,,Vĩnh Thuận,Vinh Thuan
VN-01,An Giang,An Giang,VNA25-5692C63710,,Vĩnh Trạch,Vinh Trach
VN-01,An Giang,An Giang,VNA25-5494978D0B,,Vĩnh Tuy,Vinh Tuy
VN-01,An Giang,An Giang,VNA25-6B16C802CB,,Vĩnh Xương,Vinh Xuong
VN-02,Bắc Ninh,Bac Ninh,VNA25-1ECD20DA48,,An Lạc,An Lac
VN-02,Bắc Ninh,Bac Ninh,VNA25-9F26FAB1DD,,Bắc Giang,Bac Giang
VN-02,Bắc Ninh,Bac Ninh,VNA25-6A6435A45F,,Bắc Lũng,Bac Lung
VN-02,Bắc Ninh,Bac Ninh,VNA25-223A2846C3,,Bảo Đài,Bao Dai
VN-02,Bắc Ninh,Bac Ninh,VNA25-8BEFC3D931,,Biển Động,Bien Dong
VN-02,Bắc Ninh,Bac Ninh,VNA25-FFE3D94D46,,Biên Sơn,Bien Son
VN-02,Bắc Ninh,Bac Ninh,VNA25-DDA1BEB7CF,,Bố Hạ,Bo Ha
VN-02,Bắc Ninh,Bac Ninh,VNA25-A99F08862F,,Bồng Lai,Bong Lai
VN-02,Bắc Ninh,Bac Ninh,VNA25-9343956096,,Cẩm Lý,Cam Ly
VN-02,Bắc Ninh,Bac Ninh,VNA25-08E8E9D8ED,,Cảnh Thụy,Canh Thuy
VN-02,Bắc Ninh,Bac Ninh,VNA25-5CAC2B743E,,Cao Đức,Cao Duc
VN-02,Bắc Ninh,Bac Ninh,VNA25-940878779E,,Chi Lăng,Chi Lang
VN-02,Bắc Ninh,Bac Ninh,VNA25-5C0E7517C0,,Chũ,Chu
VN-02,Bắc Ninh,Bac Ninh,VNA25-F7728FC61C,,Đa Mai,Da Mai
VN-02,Bắc Ninh,Bac Ninh,VNA25-0356439BDB,,Đại Đồng,Dai Dong
VN-02,Bắc Ninh,Bac Ninh,VNA25-C92D0544CA,,Đại Lai,Dai Lai
VN-02,Bắc Ninh,Bac Ninh,VNA25-A74A00850F,,Đại Sơn,Dai Son
VN-02,Bắc Ninh,Bac Ninh,VNA25-F0F86C9433,,Đào Viên,Dao Vien
VN-02,Bắc Ninh,Bac Ninh,VNA25-AD66AA3A73,,Đèo Gia,Deo Gia
VN-02,Bắc Ninh,Bac Ninh,VNA25-1094F36202,,Đông Cứu,Dong Cuu
VN-02,Bắc Ninh,Bac Ninh,VNA25-ECCB8EA38C,,Đồng Kỳ,Dong Ky
VN-02,Bắc Ninh,Bac Ninh,VNA25-DC759020BC,,Đồng Nguyên,Dong Nguyen
VN-02,Bắc Ninh,Bac Ninh,VNA25-A1C9B7CD6B,,Đông Phú,Dong Phu
VN-02,Bắc Ninh,Bac Ninh,VNA25-21B42F08F0,,Đồng Việt,Dong Viet
VN-02,Bắc Ninh,Bac Ninh,VNA25-EA09426FCD,,Dương Hưu,Duong Huu
VN-02,Bắc Ninh,Bac Ninh,VNA25-138C319438,,Gia Bình,Gia Binh
VN-02,Bắc Ninh,Bac Ninh,VNA25-D8AA10B112,,Hạp Lĩnh,Hap Linh
VN-02,Bắc Ninh,Bac Ninh,VNA25-56542751E0,,Hiệp Hoà,Hiep Hoa
VN-02,Bắc Ninh,Bac Ninh,VNA25-8A9137C60E,,Hoàng Vân,Hoang Van
VN-02,Bắc Ninh,Bac Ninh,VNA25-11E2FAB0A4,,Hợp Thịnh,Hop Thinh
VN-02,Bắc Ninh,Bac Ninh,VNA25-6B131961B1,,Kép,Kep
VN-02,Bắc Ninh,Bac Ninh,VNA25-9652517F5C,,Kiên Lao,Kien Lao
VN-02,Bắc Ninh,Bac Ninh,VNA25-731B1C5443,,Kinh Bắc,Kinh Bac
VN-02,Bắc Ninh,Bac Ninh,VNA25-FE841B720E,,Lâm Thao,Lam Thao
VN-02,Bắc Ninh,Bac Ninh,VNA25-BDD6C22596,,Lạng Giang,Lang Giang
VN-02,Bắc Ninh,Bac Ninh,VNA25-541981980C,,Liên Bão,Lien Bao
VN-02,Bắc Ninh,Bac Ninh,VNA25-506EED098E,,Lục Nam,Luc Nam
VN-02,Bắc Ninh,Bac Ninh,VNA25-336A46736C,,Lục Ngạn,Luc Ngan
VN-02,Bắc Ninh,Bac Ninh,VNA25-E9601A896F,,Lục Sơn,Luc Son
VN-02,Bắc Ninh,Bac Ninh,VNA25-F43ADC842F,,Lương Tài,Luong Tai
VN-02,Bắc Ninh,Bac Ninh,VNA25-645641CA52,,Mão Điền,Mao Dien
VN-02,Bắc Ninh,Bac Ninh,VNA25-6D1A2B3CAC,,Mỹ Thái,My Thai
VN-02,Bắc Ninh,Bac Ninh,VNA25-0DE6BDCDEF,,Nam Dương,Nam Duong
VN-02,Bắc Ninh,Bac Ninh,VNA25-3586C637B7,,Nam Sơn,Nam Son
VN-02,Bắc Ninh,Bac Ninh,VNA25-DFF2B4382B,,Nếnh,Nenh
VN-02,Bắc Ninh,Bac Ninh,VNA25-9E7E244ED8,,Nghĩa Phương,Nghia Phuong
VN-02,Bắc Ninh,Bac Ninh,VNA25-594ED0F1F7,,Ngọc Thiện,Ngoc Thien
VN-02,Bắc Ninh,Bac Ninh,VNA25-3B64162BE5,,Nhã Nam,Nha Nam
VN-02,Bắc Ninh,Bac Ninh,VNA25-1786DF57C6,,Nhân Hoà,Nhan Hoa
VN-02,Bắc Ninh,Bac Ninh,VNA25-3B9B045AEF,,Nhân Thắng,Nhan Thang
VN-02,Bắc Ninh,Bac Ninh,VNA25-68A088379B,,Ninh Xá,Ninh Xa
VN-02,Bắc Ninh,Bac Ninh,VNA25-02F34AD511,,Phật Tích,Phat Tich
VN-02,Bắc Ninh,Bac Ninh,VNA25-5E2593D2BF,,Phù Khê,Phu Khe
VN-02,Bắc Ninh,Bac Ninh,VNA25-E9A7D18FD0,,Phù Lãng,Phu Lang
VN-02,Bắc Ninh,Bac Ninh,VNA25-F767CAED86,,Phúc Hoà,Phuc Hoa
VN-02,Bắc Ninh,Bac Ninh,VNA25-4A7D4D0F36,,Phương Liễu,Phuong Lieu
VN-02,Bắc Ninh,Bac Ninh,VNA25-A03675692B,,Phượng Sơn,Phuong Son
VN-02,Bắc Ninh,Bac Ninh,VNA25-C077943E16,,Quang Trung,Quang Trung
VN-02,Bắc Ninh,Bac Ninh,VNA25-735D533147,,Quế Võ,Que Vo
VN-02,Bắc Ninh,Bac Ninh,VNA25-9076111BBC,,Sa Lý,Sa Ly
VN-02,Bắc Ninh,Bac Ninh,VNA25-E1AC6A3BE5,,Sơn Động,Son Dong
VN-02,Bắc Ninh,Bac Ninh,VNA25-C41FD4C4A8,,Sơn Hải,Son Hai
VN-02,Bắc Ninh,Bac Ninh,VNA25-9545BE857E,,Song Liễu,Song Lieu
VN-02,Bắc Ninh,Bac Ninh,VNA25-75B772C528,,Tam Đa,Tam Da
VN-02,Bắc Ninh,Bac Ninh,VNA25-D49427661F,,Tam Giang,Tam Giang
VN-02,Bắc Ninh,Bac Ninh,VNA25-8C1CBAB415,,Tam Sơn,Tam Son
VN-02,Bắc Ninh,Bac Ninh,VNA25-1B2DC7E9C0,,Tam Tiến,Tam Tien
VN-02,Bắc Ninh,Bac Ninh,VNA25-B910766146,,Tân An,Tan An
VN-02,Bắc Ninh,Bac Ninh,VNA25-01811DB9C5,,Tân Chi,Tan Chi
VN-02,Bắc Ninh,Bac Ninh,VNA25-D9324313F2,,Tân Dĩnh,Tan Dinh
VN-02,Bắc Ninh,Bac Ninh,VNA25-BDFD9F5D73,,Tân Sơn,Tan Son
VN-02,Bắc Ninh,Bac Ninh,VNA25-B4A20DB0C2,,Tân Tiến,Tan Tien
VN-02,Bắc Ninh,Bac Ninh,VNA25-D6C2D3659F,,Tân Yên,Tan Yen
VN-02,Bắc Ninh,Bac Ninh,VNA25-E4A589A673,,Tây Yên Tử,Tay Yen Tu
VN-02,Bắc Ninh,Bac Ninh,VNA25-2F92E5F267,,Thuận Thành,Thuan Thanh
VN-02,Bắc Ninh,Bac Ninh,VNA25-B565AEA55C,,Tiên Du,Tien Du
VN-02,Bắc Ninh,Bac Ninh,VNA25-053B1F94C3,,Tiên Lục,Tien Luc
VN-02,Bắc Ninh,Bac Ninh,VNA25-493F232AD8,,Tiền Phong,Tien Phong
VN-02,Bắc Ninh,Bac Ninh,VNA25-2173D38962,,Trạm Lộ,Tram Lo
VN-02,Bắc Ninh,Bac Ninh,VNA25-2C7FB5619F,,Trí Quả,Tri Qua
VN-02,Bắc Ninh,Bac Ninh,VNA25-236898C54D,,Trung Chính,Trung Chinh
VN-02,Bắc Ninh,Bac Ninh,VNA25-0D5AA02688,,Trung Kênh,Trung Kenh
VN-02,Bắc Ninh,Bac Ninh,VNA25-3D35456057,,Trường Sơn,Truong Son
VN-02,Bắc Ninh,Bac Ninh,VNA25-664DEEF067,,Tự Lạn,Tu Lan
VN-02,Bắc Ninh,Bac Ninh,VNA25-B5CA77924C,,Từ Sơn,Tu Son
VN-02,Bắc Ninh,Bac Ninh,VNA25-5A51A442B0,,Tuấn Đạo,Tuan Dao
VN-02,Bắc Ninh,Bac Ninh,VNA25-B455F255A5,,Vân Hà,Van Ha
VN-02,Bắc Ninh,Bac Ninh,VNA25-E2F092642D,,Văn Môn,Van Mon
VN-02,Bắc Ninh,Bac Ninh,VNA25-DE8F32EB63,,Vân Sơn,Van Son
VN-02,Bắc Ninh,Bac Ninh,VNA25-E45CAF700B,,Việt Yên,Viet Yen
VN-02,Bắc Ninh,Bac Ninh,VNA25-BBA6A2DEBF,,Võ Cường,Vo Cuong
VN-02,Bắc Ninh,Bac Ninh,VNA25-E98A42138F,,Vũ Ninh,Vu Ninh
VN-02,Bắc Ninh,Bac Ninh,VNA25-DDC8CF691C,,Xuân Cẩm,Xuan Cam
VN-02,Bắc Ninh,Bac Ninh,VNA25-46A657C69F,,Xuân Lương,Xuan Luong
VN-02,Bắc Ninh,Bac Ninh,VNA25-D3EB13731C,,Yên Định,Yen Dinh
VN-02,Bắc Ninh,Bac Ninh,VNA25-F592833D66,,Yên Dũng,Yen Dung
VN-02,Bắc Ninh,Bac Ninh,VNA25-345F54CA5F,,Yên Phong,Yen Phong
VN-02,Bắc Ninh,Bac Ninh,VNA25-F248BFE24C,,Yên Thế,Yen The
VN-02,Bắc Ninh,Bac Ninh,VNA25-A976F2C3D9,,Yên Trung,Yen Trung
VN-03,Cà Mau,Ca Mau,VNA25-A2B9F21984,,An Trạch,An Trach
VN-03,Cà Mau,Ca Mau,VNA25-4474790614,,An Xuyên,An Xuyen
VN-03,Cà Mau,Ca Mau,VNA25-57209CB294,,Bạc Liêu,Bac Lieu
VN-03,Cà Mau,Ca Mau,VNA25-A75A268078,,Biển Bạch,Bien Bach
VN-03,Cà Mau,Ca Mau,VNA25-0BF284D976,,Cái Đôi Vàm,Cai Doi Vam
VN-03,Cà Mau,Ca Mau,VNA25-3034E02FBE,,Cái Nước,Cai Nuoc
VN-03,Cà Mau,Ca Mau,VNA25-45EA928F81,,Châu Thới,Chau Thoi
VN-03,Cà Mau,Ca Mau,VNA25-C42DBF9B2F,,Đá Bạc,Da Bac
VN-03,Cà Mau,Ca Mau,VNA25-2A02D3CB69,,Đầm Dơi,Dam Doi
VN-03,Cà Mau,Ca Mau,VNA25-CAEEEFBADF,,Đất Mới,Dat Moi
VN-03,Cà Mau,Ca Mau,VNA25-972F04F474,,Đất Mũi,Dat Mui
VN-03,Cà Mau,Ca Mau,VNA25-716EA7E44B,,Định Thành,Dinh Thanh
VN-03,Cà Mau,Ca Mau,VNA25-39D88085D7,,Đông Hải,Dong Hai
VN-03,Cà Mau,Ca Mau,VNA25-A4D2DA32DA,,Gành Hào,Ganh Hao
VN-03,Cà Mau,Ca Mau,VNA25-AB4CBDBD1F,,Giá Rai,Gia Rai
VN-03,Cà Mau,Ca Mau,VNA25-79A1D12708,,Hiệp Thành,Hiep Thanh
VN-03,Cà Mau,Ca Mau,VNA25-05F425C3B6,,Hồ Thị Kỷ,Ho Thi Ky
VN-03,Cà Mau,Ca Mau,VNA25-B2FCCC35FE,,Hoà Bình,Hoa Binh
VN-03,Cà Mau,Ca Mau,VNA25-12A35F9292,,Hòa Thành,Hoa Thanh
VN-03,Cà Mau,Ca Mau,VNA25-DBE6738602,,Hồng Dân,Hong Dan
VN-03,Cà Mau,Ca Mau,VNA25-B0FE7A84F0,,Hưng Hội,Hung Hoi
VN-03,Cà Mau,Ca Mau,VNA25-F4564F4D06,,Hưng Mỹ,Hung My
VN-03,Cà Mau,Ca Mau,VNA25-4E5D226A0B,,Khánh An,Khanh An
VN-03,Cà Mau,Ca Mau,VNA25-6E676B60E6,,Khánh Bình,Khanh Binh
VN-03,Cà Mau,Ca Mau,VNA25-C8C8A58F05,,Khánh Hưng,Khanh Hung
VN-03,Cà Mau,Ca Mau,VNA25-4EC8B6428C,,Khánh Lâm,Khanh Lam
VN-03,Cà Mau,Ca Mau,VNA25-B5AC760DDE,,Láng Tròn,Lang Tron
VN-03,Cà Mau,Ca Mau,VNA25-D62557919D,,Long Điền,Long Dien
VN-03,Cà Mau,Ca Mau,VNA25-194FE972E2,,Lương Thế Trân,Luong The Tran
VN-03,Cà Mau,Ca Mau,VNA25-16D5AFA764,,Lý Văn Lâm,Ly Van Lam
VN-03,Cà Mau,Ca Mau,VNA25-898CCE9DA1,,Năm Căn,Nam Can
VN-03,Cà Mau,Ca Mau,VNA25-9B678D8CD1,,Nguyễn Phích,Nguyen Phich
VN-03,Cà Mau,Ca Mau,VNA25-E8365B38D1,,Nguyễn Việt Khái,Nguyen Viet Khai
VN-03,Cà Mau,Ca Mau,VNA25-5E85B3412B,,Ninh Quới,Ninh Quoi
VN-03,Cà Mau,Ca Mau,VNA25-53953E7DCC,,Ninh Thạnh Lợi,Ninh Thanh Loi
VN-03,Cà Mau,Ca Mau,VNA25-F029F9C267,,Phan Ngọc Hiển,Phan Ngoc Hien
VN-03,Cà Mau,Ca Mau,VNA25-35FE423E32,,Phong Hiệp,Phong Hiep
VN-03,Cà Mau,Ca Mau,VNA25-9CF9ABE8B7,,Phong Thạnh,Phong Thanh
VN-03,Cà Mau,Ca Mau,VNA25-F72CDA3A76,,Phú Mỹ,Phu My
VN-03,Cà Mau,Ca Mau,VNA25-0CC5DA5044,,Phú Tân,Phu Tan
VN-03,Cà Mau,Ca Mau,VNA25-A173108E59,,Phước Long,Phuoc Long
VN-03,Cà Mau,Ca Mau,VNA25-81C0FE2385,,Quách Phẩm,Quach Pham
VN-03,Cà Mau,Ca Mau,VNA25-22F39CEA6C,,Sông Đốc,Song Doc
VN-03,Cà Mau,Ca Mau,VNA25-80A92A41AD,,Tạ An Khương,Ta An Khuong
VN-03,Cà Mau,Ca Mau,VNA25-8E893F4DBC,,Tam Giang,Tam Giang
VN-03,Cà Mau,Ca Mau,VNA25-3B8AEAD820,,Tân Ân,Tan An
VN-03,Cà Mau,Ca Mau,VNA25-444058DF04,,Tân Hưng,Tan Hung
VN-03,Cà Mau,Ca Mau,VNA25-EA36442CE4,,Tân Lộc,Tan Loc
VN-03,Cà Mau,Ca Mau,VNA25-96FA7383FA,,Tân Thành,Tan Thanh
VN-03,Cà Mau,Ca Mau,VNA25-25D71423EC,,Tân Thuận,Tan Thuan
VN-03,Cà Mau,Ca Mau,VNA25-82AE0B2AB4,,Tân Tiến,Tan Tien
VN-03,Cà Mau,Ca Mau,VNA25-F8F684F3DE,,Thanh Tùng,Thanh Tung
VN-03,Cà Mau,Ca Mau,VNA25-10CAEEA2BE,,Thới Bình,Thoi Binh
VN-03,Cà Mau,Ca Mau,VNA25-339B0E4833,,Trần Phán,Tran Phan
VN-03,Cà Mau,Ca Mau,VNA25-21B8CB55CB,,Trần Văn Thời,Tran Van Thoi
VN-03,Cà Mau,Ca Mau,VNA25-9F9D22BA8E,,Trí Phải,Tri Phai
VN-03,Cà Mau,Ca Mau,VNA25-1BEDBC29B5,,U Minh,U Minh
VN-03,Cà Mau,Ca Mau,VNA25-BE8BC14340,,Vĩnh Hậu,Vinh Hau
VN-03,Cà Mau,Ca Mau,VNA25-FEBEC02569,,Vĩnh Lộc,Vinh Loc
VN-03,Cà Mau,Ca Mau,VNA25-F15E14D1ED,,Vĩnh Lợi,Vinh Loi
VN-03,Cà Mau,Ca Mau,VNA25-07123662F1,,Vĩnh Mỹ,Vinh My
VN-03,Cà Mau,Ca Mau,VNA25-B25B23CD2E,,Vĩnh Phước,Vinh Phuoc
VN-03,Cà Mau,Ca Mau,VNA25-F6E6C1E75C,,Vĩnh Thanh,Vinh Thanh
VN-03,Cà Mau,Ca Mau,VNA25-55D4CF6DC2,,Vĩnh Trạch,Vinh Trach
VN-04,Cần Thơ,Can Tho,VNA25-22DABDD368,,An Bình,An Binh
VN-04,Cần Thơ,Can Tho,VNA25-7A078D60EA,,An Lạc Thôn,An Lac Thon
VN-04,Cần Thơ,Can Tho,VNA25-E171E1CD5C,,An Ninh,An Ninh
VN-04,Cần Thơ,Can Tho,VNA25-4FE5B113FA,,An Thạnh,An Thanh
VN-04,Cần Thơ,Can Tho,VNA25-11D187A779,,Bình Thủy,Binh Thuy
VN-04,Cần Thơ,Can Tho,VNA25-43C2E5CAC7,,Cái Khế,Cai Khe
VN-04,Cần Thơ,Can Tho,VNA25-48CDC2F58F,,Cái Răng,Cai Rang
VN-04,Cần Thơ,Can Tho,VNA25-42B19BAFB4,,Châu Thành,Chau Thanh
VN-04,Cần Thơ,Can Tho,VNA25-A575F2CCAC,,Cờ Đỏ,Co Do
VN-04,Cần Thơ,Can Tho,VNA25-93D54881AD,,Cù Lao Dung,Cu Lao Dung
VN-04,Cần Thơ,Can Tho,VNA25-D34065AF21,,Đại Hải,Dai Hai
VN-04,Cần Thơ,Can Tho,VNA25-43FAF18652,,Đại Ngãi,Dai Ngai
VN-04,Cần Thơ,Can Tho,VNA25-F60039244F,,Đại Thành,Dai Thanh
VN-04,Cần Thơ,Can Tho,VNA25-D0F2BB0049,,Đông Hiệp,Dong Hiep
VN-04,Cần Thơ,Can Tho,VNA25-EFDA1349C4,,Đông Phước,Dong Phuoc
VN-04,Cần Thơ,Can Tho,VNA25-62E58849CA,,Đông Thuận,Dong Thuan
VN-04,Cần Thơ,Can Tho,VNA25-0B82978D74,,Gia Hoà,Gia Hoa
VN-04,Cần Thơ,Can Tho,VNA25-6D2A361449,,Hiệp Hưng,Hiep Hung
VN-04,Cần Thơ,Can Tho,VNA25-33B9F47889,,Hồ Đắc Kiện,Ho Dac Kien
VN-04,Cần Thơ,Can Tho,VNA25-5032368E5A,,Hoà An,Hoa An
VN-04,Cần Thơ,Can Tho,VNA25-B62CC47E88,,Hỏa Lựu,Hoa Luu
VN-04,Cần Thơ,Can Tho,VNA25-087C69C3BE,,Hoà Tú,Hoa Tu
VN-04,Cần Thơ,Can Tho,VNA25-9B6E176F49,,Hưng Phú,Hung Phu
